transaction_id,customer_id,account_type,branch_code,transaction_type,transaction_amount,transaction_date,channel,balance_after_transaction,merchant_category_code,geo_location
T104567,C12440,Savings,BR-008,Deposit,56284,2024-12-09 13:00:29,Counter,228444,4329,"27.425544, 84.313003"
T104568,C12265,Current,BR-008,Withdrawal,83012,2023-10-02 07:17:25,Mobile Banking,423515,2896,"29.767441, 85.596674"
T104569,C10468,Current,BR-003,Transfer,10678,2024-07-03 12:47:04,Internet,341716,7911,"29.983169, 85.712084"
T104570,C10492,Current,BR-006,Deposit,18724,2024-08-23 15:07:34,Atm,348613,1793,"28.396675, 87.275802"
T104571,C11422,Savings,BR-019,Online Payment,39294,2024-09-16 20:50:03,Atm,341072,6814,"26.020766, 82.471299"
T104572,C11291,Savings,BR-009,Transfer,489,2023-11-06 07:33:34,Qr,467690,9706,"29.422256, 80.708887"
T104573,C10964,Savings,BR-017,Withdrawal,99403,2024-02-13 05:16:29,Internet,267285,2083,"27.531538, 84.56717"
T104574,C11745,Savings,BR-002,Deposit,67491,2024-01-28 17:32:23,Qr,155422,4074,"27.395839, 85.325224"
T104575,C11021,Savings,BR-005,Withdrawal,13894,2024-10-16 18:34:14,Qr,469298,4606,"29.867117, 82.636535"
T104576,C11415,Savings,BR-010,Deposit,58102,2024-03-30 12:25:24,Atm,334015,9398,"26.655223, 87.073779"
T104577,C10914,Current,BR-017,Online Payment,35631,2023-06-26 12:27:00,Counter,137149,8286,"28.162569, 87.546602"
T104578,C12195,Savings,BR-005,Deposit,52915,2024-04-14 19:35:01,Atm,47015,7414,"27.508791, 83.285969"
T104579,C11142,Business,BR-007,Withdrawal,5086,2023-06-21 23:57:37,Counter,465363,2292,"26.88063, 82.265734"
T104580,C12303,Business,BR-013,Online Payment,32398,2024-10-31 01:21:19,Internet,453396,2845,"27.495658, 83.649938"
T104581,C11295,Savings,BR-019,Deposit,1581 USD,2023-12-26 06:03:10,Internet,172929,6336,"28.333506, 84.831632"
T104582,C11796,Business,BR-018,Transfer,56508,2024-09-02 15:40:38,Internet,233268,6157,"28.509384, 83.118375"
T104583,C10449,Business,BR-010,Online Payment,69367,2024-08-29 15:53:35,Mobile Banking,191912,4673,"29.379054, 81.893013"
T104584,C11635,Current,BR-019,Deposit,16935,2024-11-18 19:00:38,Internet,323046,6993,"28.760766, 80.139656"
T104585,C12222,Savings,BR-014,Withdrawal,27898,2024-03-24 08:58:33,Mobile Banking,6577,3445,"27.795209, 82.99735"
T104586,C12235,Business,BR-014,Deposit,91749,2025-05-01 21:44:10,Qr,283146,7531,"28.582504, 82.108019"
T104587,C10619,Business,BR-018,Withdrawal,64987,2024-08-18 20:25:42,Counter,51711,4860,"28.496705, 87.795863"
T104588,C12731,Current,BR-012,Transfer,19577,2023-12-13 08:40:00,Internet,40451,8383,"28.489742, 83.143596"
T104589,C12488,Current,BR-003,Deposit,17366,2025-02-11 13:10:49,Atm,494027,8233,"27.036125, 82.601539"
T104590,C10621,Savings,BR-010,Withdrawal,86428,2025-04-20 12:37:20,Mobile Banking,181175,1039,"27.804871, 81.176668"
T104591,C11068,Current,BR-018,Withdrawal,86088 USD,2023-09-03 07:07:35,Counter,422863,7129,"28.698713, 87.495359"
T104592,C11972,Business,BR-004,Transfer,43626,2024-09-01 10:55:31,Atm,35831,3677,"27.67831, 85.192071"
T104593,C10204,Current,BR-005,Withdrawal,11989,2023-10-11 16:09:12,Qr,250402,7817,"28.213997, 86.34499"
T104594,C12641,Business,BR-006,Deposit,24435,2024-07-10 01:27:34,Mobile Banking,232376,3538,"26.291786, 82.074588"
T104595,C11134,Savings,BR-007,Online Payment,11354 USD,2025-03-25 22:52:11,Internet,359642,1947,"27.625412, 82.081074"
T104596,C10103,Business,BR-006,Withdrawal,86710,2024-08-05 11:24:27,Atm,392093,4515,"28.583842, 80.440058"
T104597,C12855,Savings,BR-012,Deposit,11542,2024-02-09 18:03:14,Counter,245942,9726,"28.367908, 84.442247"
T104598,C12037,Current,BR-013,Deposit,46389,2025-03-27 17:43:34,Qr,96119,3882,"26.805615, 83.492705"
T104599,C11359,Current,BR-006,Transfer,53847,2024-04-22 05:07:53,Mobile Banking,329974,9837,"29.117458, 82.300467"
T104600,C10143,Savings,BR-016,Online Payment,37427 USD,2024-01-30 09:19:59,Atm,343776,4221,"26.590193, 87.342929"
T104601,C11243,Savings,BR-014,Withdrawal,16299 USD,2023-06-13 00:03:55,Qr,299977,1642,"28.064808, 80.294882"
T104602,C11273,Current,BR-018,Transfer,72927,2024-04-06 06:25:40,Counter,244466,3948,"26.894116, 83.05645"
T104603,C10948,Savings,BR-016,Deposit,212,2024-06-18 04:56:22,Counter,224936,2782,"28.799458, 86.550059"
T104604,C11218,Current,BR-016,Withdrawal,87151,2023-09-12 07:32:34,Internet,287542,6698,"26.987674, 80.107342"
T104605,C12056,Current,BR-012,Transfer,19681,2024-01-20 00:05:30,Qr,62554,2263,"28.085136, 83.55926"
T104606,C10276,Current,BR-002,Withdrawal,59822,2025-01-14 10:41:20,Counter,51755,2077,"26.482683, 83.593048"
T104607,C11085,Savings,BR-011,Deposit,92136 USD,2023-07-11 15:33:54,Mobile Banking,411922,3071,"27.135831, 86.13998"
T104608,C10282,Savings,BR-015,Deposit,97662,2024-02-06 08:58:59,Internet,154412,2994,"29.458693, 84.875708"
T104609,C11466,Savings,BR-011,Deposit,16623,2023-10-07 07:35:22,Counter,328138,3115,"26.650015, 82.467647"
T104610,C11124,Business,BR-005,Deposit,67060,2024-06-11 01:47:47,Atm,64884,2132,"26.416531, 80.561587"
T104611,C10217,Business,BR-005,Transfer,19652,2024-11-21 21:31:13,Counter,347505,8596,"27.592097, 83.204184"
T104612,C10965,Current,BR-003,Deposit,10908,2023-10-04 13:18:10,Mobile Banking,18482,5191,"27.615961, 86.308143"
T104613,C12016,Current,BR-008,Withdrawal,72625,2024-09-04 10:09:38,Mobile Banking,55225,9643,"28.118132, 81.837711"
T104614,C11152,Current,BR-003,Online Payment,23720,2025-02-20 20:08:19,Qr,190921,4523,"28.902252, 85.402981"
T104615,C12430,Business,BR-003,Withdrawal,987,2025-01-10 20:56:57,Mobile Banking,75854,7585,"26.205425, 86.937022"
T104616,C10128,Savings,BR-002,Transfer,31902,2025-02-21 22:53:29,Mobile Banking,42256,7443,"29.100481, 86.274344"
T104617,C10842,Business,BR-011,Deposit,85124,2023-12-16 18:14:30,Internet,241617,8347,"29.367759, 85.877563"
T104618,C11092,Business,BR-002,Deposit,95649,2023-12-02 07:36:20,Mobile Banking,109721,3961,"28.457641, 85.343691"
T104619,C12244,Business,BR-007,Transfer,82038,2025-03-23 13:03:12,Qr,82110,6602,"28.912349, 86.234129"
T104620,C11881,Business,BR-005,Withdrawal,86841,2024-03-23 18:46:45,Mobile Banking,114606,6624,"26.569084, 83.312066"
T104621,C10290,Savings,BR-014,Deposit,26149,2023-11-26 23:59:19,Counter,15650,5992,"26.550215, 82.389705"
T104622,C10763,Current,BR-003,Transfer,77889,2024-02-25 05:03:56,Qr,178190,1275,"26.094028, 81.896526"
T104623,C10332,Savings,BR-014,Transfer,84626,2024-01-07 14:17:36,Counter,29930,7460,"28.714819, 84.686986"
T104624,C10757,Current,BR-009,Deposit,7946,2023-12-01 04:32:25,Qr,217779,3752,"26.599693, 81.624185"
T104625,C11038,Current,BR-006,Online Payment,90663,2024-10-18 13:57:19,Qr,261102,4886,"26.977145, 84.011303"
T104626,C10110,Business,BR-020,Online Payment,46320,2024-05-02 22:57:11,Mobile Banking,363544,6157,"27.772406, 83.625858"
T104627,C10282,Current,BR-015,Deposit,46263,2023-08-11 05:30:58,Qr,274945,9323,"27.671779, 83.105486"
T104628,C11798,Business,BR-009,Withdrawal,3865,2025-01-09 12:22:15,Mobile Banking,52360,1585,"27.246646, 85.710614"
T104629,C10040,Current,BR-014,Withdrawal,81586,2024-02-07 12:01:59,Internet,351052,7388,"28.186513, 86.522446"
T104630,C10603,Business,BR-003,Deposit,45370,2023-06-20 18:04:00,Atm,148631,7045,"26.677413, 83.935542"
T104631,C11896,Business,BR-004,Deposit,75377,2024-09-16 05:29:01,Counter,295478,6843,"29.619401, 85.002998"
T104632,C10669,Current,BR-020,Online Payment,88378,2025-01-01 03:20:22,Atm,237545,5330,"26.509892, 86.375482"
T104633,C10240,Business,BR-016,Withdrawal,90339,2023-08-06 01:13:53,Counter,14288,8113,"29.836157, 82.10843"
T104634,C10153,Business,BR-012,Online Payment,23031,2023-09-25 20:13:59,Qr,154470,4968,"29.035349, 86.276867"
T104635,C11123,Current,BR-020,Transfer,89216,2024-01-19 06:10:02,Atm,208302,8099,"27.176406, 81.133817"
T104636,C12275,Current,BR-019,Deposit,55733,2023-06-18 15:24:58,Atm,275335,9535,"28.461546, 82.863799"
T104637,C12501,Current,BR-012,Deposit,80802,2024-12-28 08:46:07,Internet,281195,9960,"27.519775, 85.050547"
T104638,C12437,Current,BR-011,Deposit,52013,2023-10-05 05:23:12,Atm,62715,7613,"29.369617, 87.633359"
T104639,C11017,Savings,BR-004,Withdrawal,94876,2023-07-24 01:35:41,Mobile Banking,11737,2191,"26.327231, 87.324289"
T104640,C11982,Business,BR-015,Transfer,26091,2023-05-31 02:47:30,Qr,66140,6119,"28.794087, 83.6018"
T104641,C11446,Savings,BR-007,Withdrawal,54945 USD,2024-06-23 02:21:12,Internet,157323,8843,"28.266477, 83.086985"
T104642,C10511,Current,BR-012,Deposit,98605,2024-05-11 14:23:03,Atm,183047,6776,"28.155811, 83.712265"
T104643,C12626,Business,BR-018,Withdrawal,55412,2023-09-27 22:44:29,Mobile Banking,268291,4775,"28.130537, 82.093091"
T104644,C12626,Business,BR-008,Transfer,10661,2023-12-31 02:46:22,Counter,51508,2069,"27.323006, 80.770393"
T104645,C10153,Business,BR-007,Withdrawal,17001,2024-08-10 13:20:04,Internet,315368,9645,"26.969816, 86.245029"
T104646,C12759,Savings,BR-008,Online Payment,95656,2024-11-28 14:31:19,Counter,282787,1863,"29.381878, 83.450718"
T104647,C11224,Savings,BR-005,Deposit,62975,2024-12-02 01:29:24,Mobile Banking,302111,1670,"29.771971, 81.194849"
T104648,C11739,Business,BR-008,Transfer,26017,2025-05-05 07:45:32,Atm,493066,5255,"29.159977, 80.123015"
T104649,C10361,Business,BR-011,Deposit,62220,2023-11-20 13:54:14,Counter,104535,1459,"29.874383, 87.8705"
T104650,C10985,Business,BR-018,Deposit,2088,2023-08-21 05:41:52,Mobile Banking,303877,9998,"27.049086, 83.740175"
T104651,C12105,Savings,BR-017,Online Payment,14356,2024-01-18 00:59:38,Internet,478219,6877,"29.642109, 84.600545"
T104652,C10313,Business,BR-018,Deposit,87828,2024-05-18 22:19:09,Qr,297952,5601,"29.511451, 82.857132"
T104653,C10081,Savings,BR-013,Withdrawal,28330,2024-10-02 10:30:17,Qr,199360,5947,"29.686609, 81.681423"
T104654,C11881,Business,BR-009,Deposit,59878,2023-07-02 04:43:47,Counter,59959,7484,"26.499, 83.746851"
T104655,C12468,Current,BR-007,Deposit,45933,2025-03-14 05:06:18,Qr,396065,1517,"26.341656, 85.265226"
T104656,C11480,Current,BR-007,Deposit,22725,2024-03-25 20:40:48,Mobile Banking,331322,2865,"26.271962, 84.841216"
T104657,C10276,Savings,BR-009,Transfer,32188,2025-02-27 05:35:53,Internet,199208,4194,"26.073607, 84.586369"
T104658,C10315,Business,BR-006,Withdrawal,79750,2023-10-08 01:05:02,Mobile Banking,192812,1926,"26.190239, 86.362121"
T104659,C12175,Business,BR-004,Transfer,41267,2024-01-04 18:31:28,Counter,113255,4353,"29.807252, 85.413412"
T104660,C11778,Current,BR-018,Deposit,71391,2024-08-27 11:33:51,Qr,87322,5306,"29.365483, 81.622577"
T104661,C12739,Current,BR-012,Withdrawal,65403,2024-07-26 01:18:48,Internet,307709,2978,"28.988386, 83.27414"
T104662,C10894,Business,BR-019,Transfer,76461,2023-11-22 20:59:46,Qr,414399,5819,"29.069685, 85.402035"
T104663,C10893,Savings,BR-009,Withdrawal,88329,2024-11-07 19:19:54,Atm,2132,8205,"26.119145, 80.400488"
T104664,C11789,Savings,BR-020,Withdrawal,4217,2023-11-11 23:48:30,Qr,170331,3442,"28.236095, 83.570032"
T104665,C10790,Savings,BR-001,Transfer,90365,2024-05-28 21:49:14,Mobile Banking,228684,5359,"28.998467, 81.549011"
T104666,C12357,Current,BR-018,Online Payment,97818,2024-09-08 04:27:25,Mobile Banking,326812,8445,"26.288292, 82.77628"
T104667,C12670,Savings,BR-009,Withdrawal,60810,2023-08-03 06:58:35,Internet,260427,3252,"29.896312, 87.313222"
T104668,C11575,Business,BR-009,Deposit,94526,2024-01-04 17:53:34,Atm,432779,8233,"28.507095, 84.49362"
T104669,C10220,Business,BR-002,Transfer,94976,2025-02-27 09:24:08,Counter,486443,7556,"29.28868, 87.875275"
T104670,C12584,Savings,BR-015,Online Payment,67154,2024-07-09 19:59:21,Counter,109835,6808,"26.840288, 83.731098"
T104671,C10568,Savings,BR-017,Transfer,31049,2023-09-30 00:46:26,Counter,143003,7191,"29.150297, 86.543212"
T104672,C10731,Current,BR-005,Withdrawal,22647,2024-04-30 20:36:12,Internet,259228,2020,"26.182266, 87.238895"
T104673,C11245,Current,BR-016,Withdrawal,81982,2024-02-01 15:46:34,Mobile Banking,74169,6487,"27.29276, 87.949876"
T104674,C11573,Business,BR-001,Transfer,68236,2023-11-14 01:27:03,Atm,261529,1446,"28.323422, 84.695698"
T104675,C11161,Current,BR-004,Transfer,64719,2023-06-04 20:37:09,Mobile Banking,444855,6804,"26.112103, 86.801178"
T104676,C11574,Savings,BR-006,Deposit,61942,2023-12-16 01:12:55,Counter,254608,6602,"26.079336, 82.742161"
T104677,C10519,Current,BR-003,Transfer,94903,2024-02-16 00:59:18,Atm,235385,2218,"26.495112, 83.834805"
T104678,C10850,Current,BR-012,Transfer,27090,2024-03-21 06:01:30,Atm,190973,2245,"28.248832, 83.458767"
T104679,C11751,Business,BR-009,Withdrawal,16293,2024-02-03 09:49:18,Atm,101417,7500,"28.28802, 81.225121"
T104680,C10725,Savings,BR-006,Transfer,30209,2024-05-01 09:13:10,Internet,2044,6960,"27.761104, 86.671709"
T104681,C11548,Savings,BR-009,Deposit,19333 USD,2023-08-13 01:18:34,Atm,178763,4365,"27.586138, 83.623291"
T104682,C11155,Savings,BR-013,Online Payment,81830,2023-10-13 19:45:01,Atm,232807,4111,"29.899064, 82.337014"
T104683,C12724,Current,BR-011,Transfer,34610,2025-01-04 06:22:13,Qr,25363,9423,"29.195788, 82.577534"
T104684,C11973,Savings,BR-012,Deposit,1406,2023-08-11 07:07:29,Counter,309838,3532,"29.730047, 84.923129"
T104685,C11593,Current,BR-005,Online Payment,3949,2023-08-02 09:57:23,Mobile Banking,395798,7519,"28.907869, 84.668588"
T104686,C11259,Business,BR-014,Transfer,12460 USD,2023-09-16 21:22:40,Mobile Banking,474126,9786,"27.351518, 85.603198"
T104687,C12533,Current,BR-018,Transfer,94867,2023-08-19 20:44:19,Counter,461060,9786,"28.001944, 80.181844"
T104688,C11394,Current,BR-007,Deposit,45900,2023-08-09 02:35:03,Atm,284445,2400,"26.21125, 82.199957"
T104689,C11718,Current,BR-012,Online Payment,37063,2024-01-14 14:26:29,Mobile Banking,337473,5486,"26.930919, 85.534225"
T104690,C10917,Current,BR-002,Deposit,54430,2023-09-16 07:55:03,Mobile Banking,2620,8366,"27.08869, 84.021261"
T104691,C10416,Business,BR-008,Online Payment,51807,2024-05-21 05:59:30,Internet,325368,2843,"27.88671, 85.315193"
T104692,C11545,Savings,BR-011,Transfer,18789,2023-11-15 07:28:21,Internet,450871,3841,"29.638967, 87.710045"
T104693,C12560,Business,BR-010,Transfer,29184,2023-12-16 01:19:39,Atm,96419,1799,"28.556619, 87.301298"
T104694,C11972,Business,BR-017,Withdrawal,40487,2025-03-03 23:38:56,Internet,169606,8153,"27.861155, 86.066426"
T104695,C11974,Business,BR-011,Withdrawal,74916,2024-06-08 14:14:21,Counter,383194,7313,"28.324179, 84.00147"
T104696,C10155,Savings,BR-014,Transfer,2742,2025-05-26 21:34:48,Counter,497712,7498,"28.552429, 84.892418"
T104697,C12070,Current,BR-002,Online Payment,42237,2024-08-13 02:43:44,Counter,433606,7402,"29.759433, 86.220545"
T104698,C11569,Savings,BR-003,Withdrawal,79932,2023-07-09 23:54:47,Qr,203701,8774,"28.919537, 86.591946"
T104699,C10236,Business,BR-015,Transfer,55661,2024-05-27 03:23:56,Counter,319000,2418,"27.120187, 80.901464"
T104700,C10798,Business,BR-011,Online Payment,62360,2025-01-30 15:32:01,Internet,181324,4135,"29.52489, 87.552655"
T104701,C11182,Business,BR-014,Deposit,15538,2023-07-23 02:26:29,Qr,318953,9495,"29.286115, 83.360628"
T104702,C12944,Business,BR-011,Withdrawal,48542,2024-08-01 18:38:09,Counter,23259,9903,"28.511114, 83.249765"
T104703,C12710,Current,BR-011,Deposit,3094,2025-02-26 18:15:08,Mobile Banking,21655,7890,"26.521821, 83.579634"
T104704,C12650,Current,BR-017,Online Payment,99675 USD,2024-03-24 00:44:53,Counter,427221,9358,"27.489609, 84.195485"
T104705,C11641,Current,BR-005,Withdrawal,1913,2024-01-31 09:28:43,Counter,425845,5218,"29.220317, 85.373042"
T104706,C11381,Current,BR-011,Online Payment,93127,2024-12-26 13:29:52,Atm,417826,4982,"29.778352, 81.996587"
T104707,C10238,Business,BR-018,Withdrawal,84481,2024-07-26 15:53:48,Qr,451400,4778,"26.599156, 87.683266"
T104708,C12425,Business,BR-019,Online Payment,55376,2025-03-07 00:57:45,Mobile Banking,22602,2989,"27.849512, 86.217194"
T104709,C11593,Business,BR-016,Deposit,41343,2025-02-23 19:03:28,Qr,349089,6739,"29.283089, 87.836055"
T104710,C12909,Savings,BR-019,Online Payment,63012,2024-12-30 23:37:32,Counter,143182,5263,"27.76303, 83.700087"
T104711,C10745,Current,BR-019,Withdrawal,60372,2024-05-03 03:01:39,Mobile Banking,400289,4369,"28.211557, 84.234557"
T104712,C11599,Business,BR-009,Transfer,42151,2024-02-27 16:25:49,Counter,363990,4727,"29.259735, 83.152604"
T104713,C12722,Current,BR-007,Withdrawal,78954,2024-06-24 21:44:49,Counter,343962,3026,"26.851511, 80.961498"
T104714,C12390,Current,BR-002,Withdrawal,82836,2025-05-06 11:53:27,Atm,404411,3691,"28.989492, 85.046186"
T104715,C11922,Business,BR-018,Deposit,65718,2025-05-10 07:05:05,Atm,2537,1969,"28.72243, 84.119223"
T104716,C11849,Business,BR-012,Online Payment,2020,2024-02-23 07:01:45,Mobile Banking,411354,2453,"29.310369, 81.499183"
T104717,C12166,Business,BR-016,Deposit,77319,2025-05-19 09:48:28,Counter,438544,6508,"29.818802, 82.444565"
T104718,C10604,Business,BR-014,Online Payment,76972,2024-06-09 13:44:02,Counter,257210,8473,"27.142224, 85.57011"
T104719,C12269,Current,BR-010,Online Payment,81232,2025-01-05 16:02:19,Mobile Banking,178274,3054,"26.220386, 85.393546"
T104720,C11498,Current,BR-004,Deposit,2193,2023-08-28 14:19:58,Qr,172236,1303,"27.546921, 83.670606"
T104721,C10969,Savings,BR-017,Online Payment,13005,2025-02-28 11:29:26,Internet,389689,4526,"26.181852, 82.360774"
T104722,C12149,Savings,BR-006,Transfer,24451,2024-12-28 22:40:00,Atm,90743,7024,"26.762334, 84.527377"
T104723,C10009,Current,BR-020,Transfer,31081,2025-04-13 07:29:55,Qr,448875,7845,"29.159738, 83.48518"
T104724,C12698,Current,BR-007,Deposit,74003,2024-08-04 21:40:50,Internet,87155,3868,"27.51787, 82.057833"
T104725,C12056,Business,BR-011,Withdrawal,70921,2024-07-03 19:13:00,Counter,443908,7750,"28.615537, 83.658966"
T104726,C11532,Business,BR-013,Transfer,82389,2024-06-04 03:35:34,Counter,383342,5243,"29.129652, 87.462295"
T104727,C10980,Current,BR-003,Online Payment,84121,2024-08-08 08:57:56,Qr,419061,7100,"27.484212, 80.324245"
T104728,C12236,Business,BR-005,Online Payment,78613,2024-12-30 04:03:30,Mobile Banking,90846,2444,"27.6925, 83.762773"
T104729,C10540,Savings,BR-008,Withdrawal,19974,2023-08-30 19:13:11,Counter,235507,6052,"28.622047, 81.014298"
T104730,C11373,Current,BR-004,Transfer,51031,2023-08-27 12:58:51,Mobile Banking,293706,7652,"29.926009, 86.910785"
T104731,C10254,Business,BR-020,Withdrawal,7774,2024-05-06 18:52:56,Counter,291180,2906,"28.744128, 84.313057"
T104732,C11514,Business,BR-004,Deposit,50616,2025-01-07 14:54:19,Qr,192824,9036,"26.862786, 83.774794"
T104733,C11942,Business,BR-006,Deposit,94674,2023-05-27 23:37:10,Mobile Banking,337377,5534,"27.132743, 81.109844"
T104734,C11064,Business,BR-019,Transfer,60786,2025-05-26 01:04:19,Counter,84049,6919,"28.484581, 84.882953"
T104735,C10603,Business,BR-011,Withdrawal,94951,2024-12-19 08:57:13,Mobile Banking,240647,6069,"28.603516, 84.958777"
T104736,C13000,Current,BR-019,Deposit,69312,2025-03-12 13:16:35,Atm,331825,2622,"29.969406, 83.281814"
T104737,C12392,Current,BR-012,Deposit,2526,2024-04-29 01:41:51,Atm,290962,4805,"29.296956, 80.208879"
T104738,C10557,Savings,BR-008,Transfer,90109,2023-08-28 05:21:35,Internet,424760,6143,"28.091477, 83.924448"
T104739,C10510,Business,BR-016,Withdrawal,68598,2023-11-22 12:17:21,Mobile Banking,325676,7964,"29.230375, 83.597765"
T104740,C10544,Business,BR-009,Deposit,30043,2023-06-28 08:15:00,Atm,472852,3705,"28.88185, 82.881049"
T104741,C11121,Savings,BR-014,Withdrawal,66495,2023-11-20 14:20:58,Counter,320849,5761,"26.306495, 87.809048"
T104742,C10126,Current,BR-014,Deposit,44916,2023-10-29 13:00:23,Mobile Banking,21104,7795,"27.859183, 83.584965"
T104743,C10687,Current,BR-015,Transfer,4238,2023-09-25 21:10:54,Counter,387480,7325,"26.18509, 84.409967"
T104744,C10791,Savings,BR-013,Online Payment,91276,2024-11-27 01:22:52,Atm,128904,2511,"27.729211, 83.948672"
T104745,C11889,Business,BR-005,Withdrawal,76045,2025-02-09 02:24:00,Mobile Banking,332747,9150,"27.545883, 80.395075"
T104746,C10371,Business,BR-009,Withdrawal,4117,2025-05-10 23:00:24,Internet,103499,6317,"29.678731, 81.548547"
T104747,C10731,Current,BR-016,Deposit,10551,2025-05-14 12:17:18,Qr,322169,7643,"27.617584, 85.419654"
T104748,C11353,Current,BR-018,Transfer,63056,2023-09-07 21:09:59,Qr,228336,7112,"26.984922, 86.944655"
T104749,C12760,Savings,BR-017,Deposit,93963,2023-09-30 14:06:11,Mobile Banking,295461,8921,"29.308094, 83.016209"
T104750,C12712,Savings,BR-002,Transfer,10378,2024-11-09 16:44:19,Mobile Banking,425632,3324,"29.706143, 87.347303"
T104751,C10391,Current,BR-013,Transfer,90580,2023-12-29 12:57:02,Counter,174084,9517,"29.193695, 86.675538"
T104752,C11932,Business,BR-010,Online Payment,43864,2023-12-26 11:53:21,Qr,368729,1988,"26.072945, 85.624246"
T104753,C11194,Business,BR-017,Deposit,1234,2025-03-07 21:32:15,Internet,462261,9487,"26.075125, 81.158305"
T104754,C10208,Current,BR-003,Deposit,63043,2024-07-08 10:20:18,Counter,153472,9291,"29.750665, 80.484506"
T104755,C11742,Savings,BR-008,Online Payment,95767,2024-12-03 03:26:56,Internet,311414,7249,"26.228219, 84.207354"
T104756,C12911,Savings,BR-020,Transfer,54418,2023-08-24 11:23:49,Internet,204141,9798,"29.177312, 86.093453"
T104757,C11790,Business,BR-007,Deposit,60228,2023-07-03 03:12:52,Atm,120415,5682,"27.263885, 84.074241"
T104758,C10786,Current,BR-011,Transfer,88156,2024-09-22 10:29:49,Qr,444049,2633,"28.086319, 84.877582"
T104759,C12193,Current,BR-003,Transfer,21969,2024-05-29 22:09:45,Mobile Banking,195716,3620,"29.904738, 80.306838"
T104760,C12445,Business,BR-017,Deposit,5139 USD,2023-10-12 02:36:08,Qr,81206,2588,"28.099718, 86.382932"
T104761,C11831,Savings,BR-006,Online Payment,21381,2024-03-14 08:51:32,Mobile Banking,332612,9414,"26.464343, 83.705142"
T104762,C11653,Current,BR-020,Withdrawal,10542,2024-12-27 20:50:12,Counter,191545,1494,"27.189806, 81.521789"
T104763,C12893,Savings,BR-009,Deposit,73888,2025-05-03 22:16:50,Atm,440025,9558,"27.254427, 86.197151"
T104764,C10713,Savings,BR-007,Online Payment,27686,2025-02-01 01:40:00,Qr,432544,2843,"28.953249, 82.961711"
T104765,C10099,Savings,BR-008,Deposit,53153,2025-02-24 17:57:14,Counter,431000,9456,"26.606795, 87.478834"
T104766,C11797,Savings,BR-008,Deposit,50589,2025-02-26 15:28:24,Atm,24723,2601,"26.813124, 80.876446"
T104767,C11948,Current,BR-013,Transfer,83204,2023-12-26 04:39:11,Internet,323790,1366,"26.364825, 80.852717"
T104768,C12375,Business,BR-017,Transfer,86446 USD,2024-09-21 08:23:39,Qr,198327,3950,"26.291593, 82.656998"
T104769,C12993,Business,BR-007,Withdrawal,67187,2024-07-20 17:39:33,Mobile Banking,1074,3196,"28.31386, 82.7256"
T104770,C12139,Business,BR-015,Transfer,12725,2023-08-02 12:08:32,Counter,256245,1623,"27.126805, 80.668899"
T104771,C11177,Current,BR-020,Withdrawal,34497,2023-06-15 08:20:58,Mobile Banking,289642,5136,"26.399531, 84.350263"
T104772,C12805,Current,BR-010,Withdrawal,58771,2023-06-02 04:12:00,Internet,197594,4084,"29.709512, 82.201604"
T104773,C10716,Savings,BR-016,Transfer,91885,2024-08-28 10:07:48,Atm,97881,5517,"29.863863, 81.538447"
T104774,C12451,Business,BR-009,Deposit,66997,2024-11-10 22:35:54,Counter,414757,7543,"29.226368, 81.475491"
T104775,C11135,Current,BR-019,Withdrawal,26249,2023-12-18 06:42:51,Atm,46929,5701,"27.938962, 80.015123"
T104776,C10764,Current,BR-004,Withdrawal,60130,2024-02-03 22:39:20,Atm,124199,5632,"28.054617, 84.269784"
T104777,C10376,Business,BR-007,Transfer,70006,2023-06-29 01:30:52,Qr,232525,3497,"29.779263, 84.89285"
T104778,C12183,Savings,BR-009,Withdrawal,5383,2024-10-27 19:49:35,Mobile Banking,289172,5221,"28.806638, 80.033316"
T104779,C11253,Savings,BR-001,Withdrawal,7710,2024-10-14 21:10:15,Atm,30545,4675,"26.123895, 87.817058"
T104780,C10004,Business,BR-018,Withdrawal,43426,2024-02-12 17:36:29,Internet,80569,5795,"26.815716, 80.998236"
T104781,C12891,Savings,BR-006,Withdrawal,15024,2023-08-12 22:47:34,Counter,32673,8515,"26.837933, 81.996971"
T104782,C11875,Business,BR-013,Withdrawal,76262,2024-03-08 18:41:33,Qr,425190,3622,"27.515559, 84.764703"
T104783,C10080,Current,BR-008,Online Payment,969,2025-01-17 01:18:55,Atm,453115,6410,"26.242252, 82.502999"
T104784,C11208,Savings,BR-020,Online Payment,97188,2025-01-18 11:54:12,Counter,417313,8700,"26.680874, 86.03491"
T104785,C11978,Business,BR-004,Transfer,1114,2024-04-06 14:17:02,Internet,365655,1613,"29.604743, 84.614671"
T104786,C10351,Current,BR-009,Online Payment,10203,2024-12-08 10:47:41,Counter,356288,2927,"26.215515, 80.28119"
T104787,C10709,Savings,BR-018,Withdrawal,82622,2024-05-19 04:33:22,Internet,327968,6569,"28.491449, 84.687764"
T104788,C11489,Business,BR-013,Online Payment,96107,2024-05-07 09:07:54,Counter,24525,9670,"28.981369, 83.896035"
T104789,C12891,Savings,BR-006,Deposit,33558,2024-08-11 22:33:19,Qr,58804,4254,"26.311032, 82.4929"
T104790,C11313,Savings,BR-005,Transfer,90705,2023-12-23 05:49:54,Qr,147115,3256,"28.713541, 83.205722"
